COD,Município,CV_BCG,CV_HEPatite_B,CV_HIB,CV_DPT,CV_POLIO,CV_Pneumo,CV_MncC,CV_SCR1,CV_SCR2,CV_VARICELA,CV_HEPatite_A
110001,110001 Alta Floresta D'Oeste,86.49,112.01,112.01,112.31,104.80,108.71,105.71,100.82,79.40,91.21,95.60
110002,110002 Ariquemes,102.06,104.45,104.58,104.58,97.28,100.20,95.36,92.11,73.00,82.88,86.09
110003,110003 Cabixi,0.00,126.09,126.09,127.54,120.29,117.39,107.25,105.13,87.18,92.31,87.18
110004,110004 Cacoal,104.83,103.40,103.47,103.47,91.85,96.45,93.21,105.41,60.06,87.56,91.37
110005,110005 Cerejeiras,69.52,109.29,109.29,109.67,108.55,111.90,106.69,112.88,100.43,106.01,109.01
110006,110006 Colorado do Oeste,16.75,124.63,125.62,125.12,112.81,118.72,115.27,110.33,98.59,94.84,104.69
110007,110007 Corumbiara,21.50,132.71,132.71,132.71,135.51,114.95,119.63,114.17,77.95,97.64,101.57
110008,110008 Costa Marques,83.68,115.26,115.26,115.26,107.37,114.21,107.89,90.75,96.04,94.27,99.56
110009,110009 Espigão D'Oeste,88.96,96.18,96.18,96.18,84.50,99.58,94.48,84.16,58.37,89.59,89.37
110010,110010 Guajará-Mirim,50.58,53.50,53.50,53.61,50.93,57.11,56.18,54.59,39.20,49.29,49.42
110011,110011 Jaru,98.43,102.80,102.80,102.80,101.79,106.05,102.24,86.43,60.78,72.86,84.26
110012,110012 Ji-Paraná,112.00,86.36,86.40,86.40,91.05,98.03,94.09,92.30,73.39,84.65,89.48
110013,110013 Machadinho D'Oeste,79.68,99.82,100.36,100.36,90.73,100.89,92.87,104.69,57.14,92.04,93.67
110014,110014 Nova Brasilândia D'Oeste,52.17,94.78,94.78,94.78,96.09,98.70,97.39,90.12,91.30,91.70,91.70
110015,110015 Ouro Preto do Oeste,55.67,67.83,67.83,67.83,64.50,71.17,67.33,57.88,47.43,44.05,64.15
110018,110018 Pimenta Bueno,97.75,107.77,108.12,108.12,101.55,109.67,102.59,95.89,76.15,90.46,91.45
110020,110020 Porto Velho,84.11,83.29,83.39,83.50,81.87,93.74,88.14,79.48,57.73,67.68,76.69
110025,110025 Presidente Médici,74.52,95.75,95.75,96.14,92.66,94.98,89.58,84.72,54.82,72.76,77.41
110026,110026 Rio Crespo,95.83,120.83,122.92,120.83,100.00,104.17,102.08,122.45,102.04,159.18,128.57
110028,110028 Rolim de Moura,0.00,74.12,73.77,73.77,67.96,71.61,72.52,68.34,53.86,60.39,64.74
110029,110029 Santa Luzia D'Oeste,39.39,88.89,88.89,88.89,82.83,90.91,83.84,86.87,90.91,69.70,102.02
110030,110030 Vilhena,73.92,102.83,102.96,103.09,100.00,102.77,99.48,99.49,64.97,86.42,93.78
110032,110032 São Miguel do Guaporé,62.81,79.34,79.34,79.34,73.83,86.23,77.69,104.93,101.45,95.65,49.28
110033,110033 Nova Mamoré,64.30,73.29,73.52,73.52,74.23,86.76,83.69,67.99,63.55,68.46,82.01
110034,110034 Alvorada D'Oeste,55.24,94.76,95.24,95.71,99.52,102.38,99.52,100.49,75.98,81.37,87.25
110037,110037 Alto Alegre dos Parecis,56.85,115.07,115.75,116.44,113.70,122.60,110.96,102.61,113.73,108.50,109.80
110040,110040 Alto Paraíso,82.57,112.84,112.84,112.84,105.96,105.96,104.59,97.78,67.11,67.56,74.67
110045,110045 Buritis,123.62,110.83,110.83,110.83,98.62,101.38,94.09,81.55,88.45,87.24,61.72
110050,110050 Novo Horizonte do Oeste,50.00,130.77,130.77,132.05,125.64,119.23,130.77,88.78,83.67,78.57,91.84
110060,110060 Cacaulândia,24.29,87.14,87.14,87.14,84.29,80.00,91.43,102.67,37.33,80.00,96.00
110070,110070 Campo Novo de Rondônia,26.59,72.25,72.25,72.25,70.52,67.05,71.10,59.15,47.56,53.05,50.61
110080,110080 Candeias do Jamari,5.52,82.56,82.56,83.72,77.91,92.15,75.00,71.73,58.66,76.60,33.13
110090,110090 Castanheiras,2.70,129.73,129.73,129.73,127.03,124.32,143.24,137.50,112.50,121.88,140.63
110092,110092 Chupinguaia,6.17,52.47,52.47,52.47,48.77,66.67,51.85,59.01,44.10,42.24,54.66
110094,110094 Cujubim,82.11,103.25,103.25,103.25,97.97,107.72,99.19,120.00,87.32,134.63,129.27
110100,110100 Governador Jorge Teixeira,67.44,87.21,87.21,87.21,83.72,90.70,82.56,36.36,55.45,93.64,101.82
110110,110110 Itapuã do Oeste,49.58,130.25,130.25,130.25,110.92,119.33,105.04,112.84,100.00,107.34,100.92
110120,110120 Ministro Andreazza,0.00,151.35,151.35,151.35,148.65,136.49,131.08,138.10,119.05,122.62,121.43
110130,110130 Mirante da Serra,51.19,44.64,44.64,45.83,44.64,51.19,51.19,60.74,33.74,38.04,43.56
110140,110140 Monte Negro,93.41,141.32,141.32,141.32,128.14,135.93,132.93,118.27,113.71,140.10,123.86
110143,110143 Nova União,116.09,75.86,75.86,75.86,73.56,75.86,68.97,17.48,33.98,15.53,20.39
110145,110145 Parecis,35.59,61.02,61.02,61.02,64.41,77.97,69.49,102.27,70.45,84.09,109.09
110146,110146 Pimenteiras do Oeste,5.13,79.49,79.49,79.49,79.49,102.56,87.18,65.00,35.00,65.00,62.50
110147,110147 Primavera de Rondônia,86.84,105.26,105.26,105.26,113.16,157.89,142.11,121.95,82.93,100.00,121.95
110148,110148 São Felipe D'Oeste,69.23,104.62,104.62,104.62,103.08,96.92,101.54,130.77,105.77,115.38,103.85
110149,110149 São Francisco do Guaporé,70.30,109.40,109.02,109.02,95.11,101.88,103.76,80.94,104.68,88.63,49.83
110150,110150 Seringueiras,71.60,119.14,119.14,119.14,109.26,133.95,114.81,103.01,98.80,97.59,83.13
110155,110155 Teixeirópolis,95.24,142.86,142.86,142.86,128.57,126.19,126.19,91.80,113.11,106.56,116.39
110160,110160 Theobroma,61.74,60.00,60.00,60.00,55.65,59.13,57.39,62.89,84.54,69.07,67.01
110170,110170 Urupá,58.04,139.16,139.16,139.16,132.87,141.96,139.16,106.59,93.41,105.39,104.19
110175,110175 Vale do Anari,59.72,47.22,47.22,47.22,50.00,52.78,52.78,65.22,16.30,35.87,46.74
110180,110180 Vale do Paraíso,61.29,87.10,87.10,87.10,82.26,101.61,91.94,106.33,65.82,88.61,91.14
120001,120001 Acrelândia,13.08,121.94,121.94,121.94,115.61,124.89,116.88,90.27,73.54,73.93,90.27
120005,120005 Assis Brasil,49.77,70.23,70.23,70.23,74.42,80.93,73.95,56.32,45.98,43.68,49.43
120010,120010 Brasiléia,84.82,74.19,74.00,74.76,73.24,82.73,72.68,65.16,31.83,41.24,59.32
120013,120013 Bujari,0.00,71.37,71.37,71.37,75.93,81.33,72.61,53.85,27.69,39.08,49.54
120017,120017 Capixaba,4.74,35.79,35.79,35.79,32.11,34.74,46.84,16.59,22.58,18.89,23.50
120020,120020 Cruzeiro do Sul,37.14,64.52,64.46,64.58,61.86,71.67,64.58,46.12,37.68,37.06,45.89
120025,120025 Epitaciolândia,21.50,37.20,37.20,37.54,35.15,41.98,36.18,31.29,30.32,24.84,36.13
120030,120030 Feijó,70.34,54.25,54.25,54.37,55.26,62.99,63.12,51.31,35.95,33.21,49.76
120032,120032 Jordão,99.51,105.37,105.37,105.37,105.37,121.46,115.12,84.26,81.94,80.09,119.91
120033,120033 Mâncio Lima,33.81,71.67,71.67,71.90,69.76,78.81,71.90,78.27,45.83,51.49,72.62
120034,120034 Manoel Urbano,27.86,49.64,49.64,49.64,47.86,50.71,47.14,58.18,42.73,44.55,45.91
120035,120035 Marechal Thaumaturgo,53.89,127.25,127.25,127.25,114.67,129.94,100.90,90.89,62.41,60.14,98.86
120038,120038 Plácido de Castro,4.56,100.00,100.00,100.00,104.21,111.58,99.30,68.67,55.70,55.06,72.78
120039,120039 Porto Walter,48.43,67.25,67.25,67.25,70.03,72.47,58.54,70.08,44.70,43.94,62.88
120040,120040 Rio Branco,125.20,72.08,72.27,72.57,69.73,85.10,75.35,66.84,42.79,42.76,66.17
120042,120042 Rodrigues Alves,52.16,44.96,44.96,44.96,41.21,44.38,45.53,35.63,31.56,30.31,44.06
120043,120043 Santa Rosa do Purus,95.30,120.13,120.13,120.13,113.42,128.86,123.49,86.03,67.60,59.22,94.41
120045,120045 Senador Guiomard,3.99,44.14,44.14,44.14,42.39,54.36,44.39,29.54,31.72,25.18,28.09
120050,120050 Sena Madureira,86.83,105.99,105.99,105.99,106.74,113.77,107.49,97.76,63.98,68.87,92.22
120060,120060 Tarauacá,82.69,43.32,43.24,43.32,40.31,54.61,49.70,36.14,25.31,24.51,37.84
120070,120070 Xapuri,30.70,53.48,53.48,53.48,53.48,60.13,56.33,59.04,38.57,39.25,62.46
120080,120080 Porto Acre,0.55,72.58,72.58,85.04,68.70,73.96,75.07,42.55,34.84,30.32,48.94
130002,130002 Alvarães,93.20,107.81,107.81,107.81,106.30,102.52,87.15,88.56,72.75,74.94,84.18
130006,130006 Amaturá,91.32,109.81,109.81,110.57,112.08,118.11,113.21,110.38,99.23,93.46,107.31
130008,130008 Anamã,104.39,90.79,90.35,90.79,92.54,108.33,99.56,102.67,87.70,88.24,106.95
130010,130010 Anori,94.57,94.96,94.57,102.33,92.25,97.29,85.66,102.19,63.60,64.04,105.70
130014,130014 Apuí,49.06,86.42,86.42,86.42,85.66,105.66,93.58,87.18,59.83,78.21,96.58
130020,130020 Atalaia do Norte,78.57,70.71,70.71,70.71,64.29,74.64,65.36,51.82,53.14,52.15,65.02
130030,130030 Autazes,77.70,52.43,52.43,52.54,57.40,73.40,69.65,69.78,40.60,41.98,63.78
130040,130040 Barcelos,48.89,46.68,46.68,47.08,45.27,47.69,45.27,55.39,26.39,31.78,41.26
130050,130050 Barreirinha,69.27,58.51,58.39,58.39,59.69,62.41,65.13,80.40,46.91,67.34,69.36
130060,130060 Benjamin Constant,89.94,44.00,43.90,44.11,45.83,54.47,50.91,48.61,48.81,44.74,40.97
130063,130063 Beruri,61.37,43.33,42.75,43.14,52.55,66.08,59.61,62.96,48.94,45.11,49.90
130068,130068 Boa Vista do Ramos,101.34,106.35,106.02,106.35,101.34,117.73,113.71,85.98,35.51,38.32,105.61
130070,130070 Boca do Acre,82.03,45.13,45.13,45.40,46.94,61.28,54.18,57.42,23.72,17.61,44.66
130080,130080 Borba,59.43,64.99,64.99,65.12,63.44,79.07,73.13,68.27,46.27,49.47,53.87
130083,130083 Caapiranga,69.12,61.27,59.31,59.80,41.67,85.29,76.47,87.73,52.15,28.22,87.12
130090,130090 Canutama,89.34,43.15,43.15,43.15,41.62,50.25,46.70,56.28,51.37,46.99,51.37
130100,130100 Carauari,164.96,104.44,104.44,104.44,102.74,122.22,110.94,101.75,86.60,86.28,102.39
130110,130110 Careiro,51.15,55.93,55.58,55.75,60.35,81.06,76.64,96.25,37.50,51.43,76.43
130115,130115 Careiro da Várzea,23.16,107.89,107.89,107.89,97.89,141.58,123.68,117.44,71.79,70.26,104.62
130120,130120 Coari,76.83,44.91,44.91,45.03,54.34,73.45,66.02,72.57,41.62,45.57,52.22
130130,130130 Codajás,101.05,85.65,85.65,86.71,81.22,108.65,102.11,95.21,63.18,63.83,88.02
130140,130140 Eirunepé,88.28,38.63,38.63,38.63,53.70,78.24,73.64,72.14,44.01,47.27,70.31
130150,130150 Envira,171.12,110.90,110.90,111.17,102.45,118.53,115.26,98.42,85.49,81.00,109.50
130160,130160 Fonte Boa,78.03,61.62,61.62,61.94,54.46,75.32,70.54,69.19,46.13,48.94,69.19
130165,130165 Guajará,9.62,28.52,26.80,29.55,37.11,58.42,64.95,81.14,54.45,53.02,69.75
130170,130170 Humaitá,101.01,59.63,59.63,59.94,84.48,98.78,97.77,89.87,61.84,64.84,93.59
130180,130180 Ipixuna,50.00,39.77,39.77,39.77,37.72,53.22,40.94,56.13,39.78,38.96,50.41
130185,130185 Iranduba,7.34,77.55,77.44,77.44,82.69,94.74,86.86,83.15,45.00,46.68,64.82
130190,130190 Itacoatiara,94.40,83.00,83.05,83.15,79.99,93.00,87.40,88.78,49.70,54.86,77.71
130195,130195 Itamarati,72.08,61.25,61.25,61.25,57.92,79.58,76.67,75.00,41.25,45.00,74.58
130200,130200 Itapiranga,78.19,98.94,98.94,98.94,93.09,107.45,96.28,107.69,62.13,73.37,106.51
130210,130210 Japurá,81.38,78.19,78.19,78.19,67.02,86.17,78.72,108.70,74.78,76.52,100.87
130220,130220 Juruá,72.89,74.22,74.22,74.22,53.78,93.33,84.44,79.22,45.45,43.72,73.16
130230,130230 Jutaí,40.21,19.11,18.81,18.96,19.88,24.01,23.85,25.47,21.52,19.62,16.93
130240,130240 Lábrea,96.75,68.04,68.04,68.91,65.79,82.90,76.90,71.15,30.90,43.56,64.88
130250,130250 Manacapuru,87.32,43.78,43.54,44.49,57.65,76.73,67.43,73.73,45.07,48.02,61.02
130255,130255 Manaquiri,59.44,113.25,112.85,112.85,97.19,128.11,126.51,100.37,46.30,48.52,99.26
130260,130260 Manaus,104.83,73.37,73.40,73.59,74.57,90.23,83.03,82.73,59.24,63.05,72.73
130270,130270 Manicoré,81.43,13.55,13.55,13.76,43.67,62.45,54.42,51.75,25.53,26.03,54.55
130280,130280 Maraã,75.78,48.44,48.44,48.44,38.85,66.91,57.07,67.20,33.33,38.62,63.23
130290,130290 Maués,34.78,28.30,28.30,28.37,50.53,79.76,68.42,54.38,26.73,31.60,48.39
130300,130300 Nhamundá,84.40,59.33,59.33,59.33,59.63,87.77,85.93,77.08,52.98,52.98,88.69
130310,130310 Nova Olinda do Norte,233.39,41.61,41.61,41.78,41.95,59.40,56.54,77.26,42.11,42.48,69.36
130320,130320 Novo Airão,44.83,75.17,74.83,75.17,69.66,83.79,74.48,58.63,22.48,26.71,52.77
130330,130330 Novo Aripuanã,42.82,32.25,32.25,32.52,33.33,41.19,36.31,50.26,16.67,27.51,38.10
130340,130340 Parintins,112.24,67.59,67.48,67.59,66.65,78.17,72.08,66.98,41.17,45.06,59.94
130350,130350 Pauini,43.82,38.76,38.76,38.76,40.45,58.71,52.81,47.77,34.92,37.43,45.25
130353,130353 Presidente Figueiredo,23.96,88.57,88.38,88.38,81.49,100.73,96.01,97.62,55.95,60.32,80.16
130356,130356 Rio Preto da Eva,18.07,77.10,76.59,76.59,76.34,107.38,92.37,90.49,65.66,71.93,78.89
130360,130360 Santa Isabel do Rio Negro,69.38,63.44,63.44,63.75,60.00,73.13,65.31,53.63,46.06,39.12,63.41
130370,130370 Santo Antônio do Içá,79.13,58.53,58.66,58.80,61.39,76.26,74.62,69.96,34.26,35.44,64.16
130380,130380 São Gabriel da Cachoeira,42.60,39.77,39.55,39.62,40.78,40.86,44.70,39.87,27.29,30.49,35.11
130390,130390 São Paulo de Olivença,41.02,23.94,23.39,24.27,27.64,33.73,36.45,31.83,18.65,19.94,27.44
130395,130395 São Sebastião do Uatumã,67.32,76.59,76.10,76.59,67.32,88.78,73.17,78.79,72.22,77.78,69.70
130400,130400 Silves,57.46,149.17,149.17,149.17,139.23,153.59,153.04,123.21,104.46,104.02,110.27
130406,130406 Tabatinga,101.45,85.06,85.12,85.12,80.10,88.45,86.93,83.91,67.82,70.95,79.46
130410,130410 Tapauá,73.23,52.65,52.65,52.88,61.95,71.24,63.05,77.99,34.43,34.19,70.02
130420,130420 Tefé,104.85,109.26,109.26,109.54,122.10,133.37,128.68,115.14,72.92,74.61,110.25
130423,130423 Tonantins,87.86,52.43,52.18,52.43,52.91,67.23,59.47,60.33,31.92,30.75,52.58
130426,130426 Uarini,44.31,31.74,31.74,31.74,24.55,38.62,34.13,34.99,28.28,25.36,28.86
130430,130430 Urucará,79.58,99.65,99.65,100.69,91.35,103.81,98.27,88.10,57.56,68.81,78.46
130440,130440 Urucurituba,81.44,81.79,81.79,81.79,61.17,91.07,79.73,78.62,46.86,44.97,72.33
140002,140002 Amajari,03.04,17.72,17.72,17.72,18.23,23.04,21.27,19.81,14.39,11.32,16.27
140005,140005 Alto Alegre,5.29,36.50,36.50,36.50,33.38,39.21,35.01,36.58,25.96,30.38,33.48
140010,140010 Boa Vista,127.09,77.40,77.67,77.78,74.03,87.14,79.71,60.94,64.28,56.76,57.76
140015,140015 Bonfim,0.65,31.47,31.47,31.47,29.31,41.16,35.13,31.83,20.22,23.23,20.43
140017,140017 Cantá,04.02,55.50,55.23,55.23,49.60,67.29,54.96,47.88,34.66,32.01,36.51
140020,140020 Caracaraí,3.48,58.00,58.00,58.00,54.29,67.98,61.95,64.67,38.57,42.26,47.34
140023,140023 Caroebe,11.48,84.15,83.61,85.25,78.69,93.99,82.51,63.50,88.00,70.00,67.50
140028,140028 Iracema,0.00,91.95,91.95,91.95,81.88,90.60,83.89,67.58,51.65,57.14,60.99
140030,140030 Mucajaí,1.48,74.48,74.18,74.78,71.51,80.12,75.37,70.03,59.13,61.58,65.40
140040,140040 Normandia,10.11,17.33,17.33,17.33,18.41,28.70,23.47,19.88,15.73,17.18,21.95
140045,140045 Pacaraima,30.91,42.32,42.32,42.52,39.37,53.35,46.85,56.32,37.36,40.52,50.93
140047,140047 Rorainópolis,127.26,80.10,79.77,79.77,76.42,84.11,76.42,74.73,39.61,47.13,37.63
140050,140050 São João da Baliza,19.84,121.43,121.43,121.43,107.94,118.25,113.49,113.08,97.69,110.00,101.54
140060,140060 São Luiz,7.55,60.38,60.38,60.38,49.06,78.30,68.87,62.26,55.66,54.72,29.25
140070,140070 Uiramutã,5.31,21.06,21.06,21.06,18.24,18.91,18.57,23.80,10.91,12.40,13.22
150010,150010 Abaetetuba,68.85,60.62,60.50,60.66,72.06,80.29,75.55,65.83,64.21,59.08,59.54
150013,150013 Abel Figueiredo,70.41,128.57,128.57,128.57,130.61,126.53,123.47,87.79,90.08,91.60,103.82
150020,150020 Acará,49.00,61.67,61.67,61.99,70.64,81.52,80.78,43.41,93.56,81.20,73.62
150030,150030 Afuá,29.77,18.05,18.05,18.26,22.20,26.66,27.28,38.52,33.43,33.13,38.32
150034,150034 Água Azul do Norte,64.50,75.74,75.74,75.74,82.84,77.51,75.15,61.93,72.94,64.22,45.87
150040,150040 Alenquer,93.27,29.53,29.53,29.63,44.30,62.90,45.70,67.18,52.41,50.43,57.39
150050,150050 Almeirim,45.19,33.76,33.76,33.76,35.17,46.85,48.01,47.04,49.41,49.01,46.25
150060,150060 Altamira,102.14,65.74,65.61,65.69,68.74,78.82,75.21,68.89,63.89,63.37,67.14
150070,150070 Anajás,70.28,52.86,52.86,52.98,61.14,71.01,79.17,81.94,36.12,36.36,77.09
150080,150080 Ananindeua,30.04,45.07,45.06,45.29,46.05,52.42,48.70,41.08,27.22,26.30,36.05
150085,150085 Anapu,61.65,86.37,86.37,86.37,90.65,100.48,93.82,89.46,74.26,75.81,75.04
150090,150090 Augusto Corrêa,42.67,59.65,59.53,59.53,60.00,67.91,65.58,63.61,73.40,63.11,61.61
150095,150095 Aurora do Pará,89.01,106.04,106.04,107.14,101.65,103.57,106.04,83.92,82.27,78.25,83.92
150100,150100 Aveiro,154.11,123.97,123.97,125.34,122.60,143.15,143.84,116.08,126.57,121.68,120.28
150110,150110 Bagre,50.19,37.12,37.12,37.12,34.66,49.62,46.21,45.98,27.66,24.11,33.64
150120,150120 Baião,67.51,58.12,58.12,63.80,57.14,67.51,60.08,68.79,59.96,60.16,32.44
150125,150125 Bannach,47.37,98.25,98.25,98.25,103.51,92.98,92.98,132.61,104.35,108.70,117.39
150130,150130 Barcarena,83.31,77.10,77.06,77.15,72.61,82.65,79.08,75.46,64.67,64.10,77.36
150140,150140 Belém,104.26,61.82,62.06,62.08,60.57,70.38,66.95,67.67,52.38,54.41,59.34
150145,150145 Belterra,71.52,58.25,58.25,58.25,66.34,69.26,70.87,68.18,50.97,51.95,59.74
150150,150150 Benevides,25.00,54.52,54.41,54.64,55.88,69.91,67.42,57.77,55.33,57.26,57.36
150157,150157 Bom Jesus do Tocantins,51.57,74.80,74.41,74.41,70.47,81.89,81.50,66.44,53.29,66.09,68.51
150160,150160 Bonito,27.72,54.95,53.96,53.96,51.49,63.86,71.78,47.37,69.86,59.81,54.07
150170,150170 Bragança,124.61,47.76,47.76,47.81,65.08,78.99,61.77,61.76,51.66,52.89,69.83
150172,150172 Brasil Novo,89.38,85.27,85.27,85.27,85.62,87.67,83.56,72.36,67.39,67.70,70.81
150175,150175 Brejo Grande do Araguaia,30.84,102.80,102.80,102.80,97.20,112.15,114.02,96.97,83.84,80.81,91.92
150178,150178 Breu Branco,41.75,37.09,36.81,36.95,58.82,66.15,61.64,60.45,49.27,47.14,55.53
150180,150180 Breves,18.83,19.81,19.81,19.81,22.09,35.93,30.75,42.39,26.09,24.04,26.94
150190,150190 Bujaru,15.89,70.66,70.66,75.79,66.50,76.77,76.28,66.09,67.83,66.74,63.26
150195,150195 Cachoeira do Piriá,64.97,57.14,57.14,57.14,52.38,68.71,66.67,63.70,47.85,43.56,61.72
150200,150200 Cachoeira do Arari,93.63,90.13,90.13,90.13,89.49,95.22,85.99,87.46,55.82,56.12,82.69
150210,150210 Cametá,106.48,69.66,69.66,69.79,71.84,85.39,79.85,69.46,75.73,68.24,69.79
150215,150215 Canaã dos Carajás,96.54,58.62,58.62,58.62,72.23,86.08,73.62,86.61,58.46,66.41,81.43
150220,150220 Capanema,82.03,85.69,85.69,85.89,83.55,87.41,90.66,59.94,75.98,66.57,67.92
150230,150230 Capitão Poço,90.12,82.11,82.11,82.33,89.02,96.93,96.49,83.03,61.12,60.15,60.79
150240,150240 Castanhal,156.02,85.62,85.56,85.62,84.42,90.70,92.23,76.12,75.22,71.57,74.74
150250,150250 Chaves,26.17,26.17,25.70,26.40,21.50,33.41,31.07,47.32,38.10,37.20,50.89
150260,150260 Colares,30.37,88.15,88.15,88.15,82.96,72.59,82.96,54.19,65.16,60.00,70.97
150270,150270 Conceição do Araguaia,113.32,74.47,74.33,74.47,73.63,77.00,75.46,64.45,68.06,67.34,70.23
150275,150275 Concórdia do Pará,83.30,93.93,93.93,93.93,92.84,104.34,106.07,67.04,76.72,74.86,79.52
150276,150276 Cumaru do Norte,27.60,33.03,33.03,33.03,33.48,32.13,29.86,31.31,19.19,18.18,31.31
150277,150277 Curionópolis,59.49,57.56,57.56,57.56,58.52,60.45,59.16,60.00,56.07,55.74,57.38
150280,150280 Curralinho,40.92,25.32,24.89,25.18,32.76,45.78,42.78,45.45,43.40,37.68,34.90
150285,150285 Curuá,56.78,35.17,35.17,35.17,27.97,49.58,46.61,33.48,44.21,44.21,35.62
150290,150290 Curuçá,26.79,81.43,81.22,81.43,79.11,80.17,75.32,60.44,68.58,56.75,60.26
150293,150293 Dom Eliseu,96.81,87.40,87.40,87.40,82.62,86.92,88.04,84.32,69.48,70.32,86.85
150295,150295 Eldorado do Carajás,54.37,48.03,48.03,48.03,44.10,51.53,43.89,27.91,56.45,40.80,43.55
150300,150300 Faro,60.40,52.35,52.35,52.35,53.69,70.47,62.42,67.77,73.55,72.73,74.38
150304,150304 Floresta do Araguaia,63.76,65.44,64.77,65.44,66.78,75.50,77.52,71.43,60.06,58.60,63.85
150307,150307 Garrafão do Norte,95.33,78.67,78.67,78.89,83.11,90.89,93.56,81.16,69.36,74.95,80.33
150309,150309 Goianésia do Pará,14.04,46.75,46.75,46.75,47.26,53.25,47.77,49.82,44.89,49.27,55.47
150310,150310 Gurupá,113.18,82.66,82.66,83.36,87.79,109.99,96.67,105.36,71.11,57.65,83.53
150320,150320 Igarapé-Açu,30.78,93.26,93.44,93.44,90.71,87.07,90.16,76.36,81.09,79.82,83.09
150330,150330 Igarapé-Miri,78.58,75.12,75.12,75.12,86.28,92.50,90.23,71.63,86.17,72.52,71.99
150340,150340 Inhangapi,8.94,78.21,78.21,78.21,76.54,71.51,64.25,76.10,75.47,70.44,89.94
150345,150345 Ipixuna do Pará,33.10,57.37,57.02,57.02,59.62,66.38,69.50,45.02,58.77,56.08,51.82
150350,150350 Irituia,22.43,90.93,90.69,90.69,91.65,84.49,87.11,82.33,69.80,68.01,73.15
150360,150360 Itaituba,56.68,27.28,27.16,27.28,35.36,50.47,39.26,44.18,44.95,41.76,42.06
150370,150370 Itupiranga,34.92,40.50,40.50,40.86,58.79,75.42,58.79,54.62,51.02,54.38,52.34
150375,150375 Jacareacanga,64.66,35.49,35.49,35.64,37.74,50.98,47.07,38.37,49.48,48.26,43.92
150380,150380 Jacundá,93.62,81.75,81.75,81.75,81.60,91.10,81.75,70.88,57.95,57.67,70.60
150390,150390 Juruti,86.33,62.70,62.60,62.60,70.42,84.93,83.91,81.10,74.34,74.34,68.95
150400,150400 Limoeiro do Ajuru,16.92,62.91,62.91,62.91,55.53,59.44,58.35,54.13,45.87,44.13,45.87
150405,150405 Mãe do Rio,62.08,77.70,77.70,77.70,76.95,81.41,82.90,74.95,71.89,70.63,76.04
150410,150410 Magalhães Barata,23.33,120.00,120.00,120.00,121.11,105.56,124.44,80.87,71.30,69.57,64.35
150420,150420 Marabá,127.49,60.86,60.56,61.06,69.24,84.76,75.29,66.54,59.99,54.77,62.27
150430,150430 Maracanã,46.50,75.35,75.35,75.63,72.83,78.99,74.23,63.93,68.33,73.02,66.57
150440,150440 Marapanim,10.61,82.32,82.32,82.32,81.67,87.78,90.35,75.08,94.35,81.73,71.76
150442,150442 Marituba,30.31,59.18,59.12,59.66,57.26,63.57,63.09,51.79,50.34,45.47,48.43
150445,150445 Medicilândia,91.81,87.82,87.82,87.82,85.50,91.60,90.34,83.72,60.75,72.03,80.58
150450,150450 Melgaço,41.92,22.39,22.05,22.05,26.60,31.65,27.44,52.04,33.86,33.39,44.20
150460,150460 Mocajuba,49.48,59.04,58.84,59.04,54.05,61.54,60.29,43.27,52.10,46.80,35.32
150470,150470 Moju,19.97,18.90,18.82,18.82,31.98,32.36,35.04,34.07,28.87,28.01,19.91
150475,150475 Mojuí dos Campos,131.69,116.55,116.55,116.90,100.35,118.66,120.42,106.40,104.57,98.78,106.71
150480,150480 Monte Alegre,56.30,39.22,39.22,39.40,58.36,71.90,58.54,59.92,54.11,52.08,66.41
150490,150490 Muaná,56.26,12.19,12.19,12.19,18.03,25.38,25.04,29.97,22.52,21.69,20.20
150495,150495 Nova Esperança do Piriá,83.93,76.45,76.45,76.45,84.21,109.14,96.40,88.63,82.80,82.80,88.34
150497,150497 Nova Ipixuna,19.56,90.67,90.22,90.22,85.78,104.00,100.89,84.72,69.00,73.80,73.80
150500,150500 Nova Timboteua,60.58,98.54,98.54,99.27,95.62,96.35,100.00,83.08,84.62,94.62,70.77
150503,150503 Novo Progresso,98.70,94.98,94.98,94.98,95.62,110.37,107.94,103.96,85.89,87.61,100.17
150506,150506 Novo Repartimento,57.45,20.02,19.68,20.02,54.52,68.43,55.86,66.98,47.74,58.13,57.11
150510,150510 Óbidos,86.64,53.90,53.90,54.00,62.09,78.93,74.22,78.55,66.20,65.92,78.92
150520,150520 Oeiras do Pará,56.04,34.89,34.59,34.74,37.31,45.17,42.45,30.18,44.97,41.62,32.47
150530,150530 Oriximiná,88.43,47.95,47.88,48.02,47.02,54.17,53.90,48.95,53.09,47.37,53.29
150540,150540 Ourém,53.38,45.95,45.95,46.28,51.35,61.82,64.19,58.12,51.95,60.71,47.40
150543,150543 Ourilândia do Norte,82.21,81.91,81.91,82.21,80.59,83.68,81.91,72.13,70.11,66.81,69.40
150548,150548 Pacajá,58.51,76.97,76.97,76.97,79.11,83.98,86.98,83.46,60.50,60.24,76.25
150549,150549 Palestina do Pará,26.72,82.76,82.76,82.76,87.93,89.66,80.17,92.38,80.95,81.90,89.52
150550,150550 Paragominas,76.28,47.34,47.29,47.29,44.41,57.87,57.77,49.04,42.43,42.14,44.49
